DISCIPLINE,00000000-0000-0000-0000-000000000000,Combined
CHAPTER,d7dff36f-7201-4d37-a4d6-b62e07fab910,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,e925c9bc-bf05-40b4-b0a3-e563c243116d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,8d19825f-8c92-4012-af72-6c805ead4fcb,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,c5232c99-1f50-45be-892d-774150ca4fb2,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,85e99bbf-42f9-4e23-87f1-e0ccbc4ee0a6,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,409eb8b2-7f9c-4ca2-b171-5b43b801881a,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,0860c5e2-d755-4c77-8866-9b31f15e1998,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,6b6cdf89-79d9-4307-8e41-8e4673d4ef8b,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,b5ae926f-e6b9-4e48-8edd-9a977b4279c8,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,08e8bb50-d456-420f-af24-34c5b92b10a6,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,74f7cf55-6892-45b2-829c-7aab1ed33225,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,1cdda85a-5f33-40b7-bc6a-5641ee46ab02,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
SUBRULE,ad12742f-94c4-4010-9dc2-c964137284a8, (Shotgun only),9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot..,c1dfb930-bcf4-47ec-9cf3-06aaab7cc41a,00000000-0000-0000-0000-000000000000
SUBRULE,cfce585e-226e-4f91-bb6e-3136f50ddd70, (ActionAir only),9.1.5.1,Projectile strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,574d58ba-6522-4ab6-8225-17e127830d3a, (ActionAir only),9.1.5.2,Projectile strikes wholly within the scoring area of a paper target~ and continues on to strike down a rigid target~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,bf152400-cd8b-4c32-ac6b-f7da45cd54fd, (ActionAir only),9.1.5.3,Projectile strikes partially within the scoring area of a paper or rigid target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,8e0f7825-a81f-4867-9ef3-1799a56f648c, (ActionAir only),9.1.5.4,Projectile strikes partially within the scoring area of a paper or rigid target~ and continues on to strike down another rigid target~ the fallen subsequent rigid target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,2fbadf9b-10eb-41b2-96c7-f075e14e0e54, (Handgun | Rifle | MiniRifle | PCC only),9.1.5.1,Bullet strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,0b4c716d-ce8b-4263-a483-81b905a866af, (Handgun only),9.1.5.2,Bullet strikes wholly within the scoring area of a paper target~ and continues on to hit or strike down a metal target~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,6bc549ce-e4ca-4a7e-9e78-e7f4dcf4faed, (Handgun | Rifle | MiniRifle | PCC only),9.1.5.3,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,2141ee95-4024-4971-99bc-ee3347690011, (Handgun | Rifle | MiniRifle | PCC only),9.1.5.4,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike down (or hit the scoring area of) another metal target~ the fallen (or hit on the) subsequent metal target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,49134096-6cde-4210-bc43-718cbb059092, (Shotgun only),9.1.5.1,Slug or a buckshot pellet strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another scoring paper target or no-shoot~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,91388172-039c-40a4-a199-22a6c2af1ee2, (Shotgun only),9.1.5.2,Slug or a buckshot pellet strikes wholly within the scoring area of a paper target~ and continues on to strike down a scoring metal target or no-shoot~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,18b44c09-c603-4f0e-80cf-e3f941d5324d, (Shotgun only),9.1.5.3,Slug or a buckshot pellet strikes partially within the scoring area of a paper or metal target~ and continues on to strike the scoring area of another scoring paper target or no-shoot~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,1e0c335e-187c-4f65-8fad-212f65b3af89, (Shotgun only),9.1.5.4,Slug or a buckshot pellet strikes partially within the scoring area of a paper or metal target~ and continues on to strike down another scoring metal target or no-shoot~ the subsequent metal target will also count for score or penalty~ as the case may be.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,f8edb392-67f4-4d0e-930a-812ffa650c36, (Rifle | MiniRifle | PCC only),9.1.5.2,Bullet strikes wholly within the scoring area of a paper target~ and continues on to hit or strike down a metal target~ or hits a frangible target or an electronically registering target that activates other range equipment~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,03cb1cab-be92-4ca4-b8ef-3c68d5a15ec1,00000000-0000-0000-0000-000000000000
SUBRULE,9bea2d4b-7509-4455-815e-ed2a6ec8a5e8, (ActionAir only),9.1.6.1,Projectile strikes wholly within hard cover~ and continues on to strike any scoring paper target or no-shoot~ that shot will not count for score or penalty~ as the case may be. If it cannot be determined which hit(s) on a scoring paper target or no-shoot are the result of shots fired through hard cover~ the scoring paper target or no-shoot will be scored by ignoring the applicable number of highest scoring hit(s).,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,67c36f08-540b-4b88-acef-9cd7bd96db61, (ActionAir only),9.1.6.2,Projectile strikes wholly within hard cover~ and continues on to strike down a rigid target~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,c1a92cf8-429e-4739-9f70-c6736df841b3, (ActionAir only),9.1.6.3,Projectile strikes partially within hard cover~ and continues on to strike the scoring area of a paper target~ the hit on that paper target will count for score or penalty~ as the case may be.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,6133b5e4-cd2c-4f33-853a-eadaf8ba1137, (ActionAir only),9.1.6.4,Projectile strikes partially within hard cover~ and continues on to strike down a scoring rigid target~ the fallen target will count for score. If a projectile strikes partially within hard cover~ and continues on to strike down a rigid no-shoot~ the fallen no-shoot will count for penalty.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,9cdfec0a-454d-44dc-84e9-3924efaeb95e, (Handgun only),9.1.6.1,Bullet strikes wholly within hard cover~ and continues on to strike any scoring paper target or no-shoot~ that shot will not count for score or penalty~ as the case may be. If it cannot be determined which hit(s) on a scoring paper target or no-shoot are the result of shots fired through hard cover~ the scoring paper target or no-shoot will be scored by ignoring the applicable number of highest scoring hit(s).,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,ba6aee94-c8f0-4702-bee9-b2b5812fc26f, (Handgun only),9.1.6.2,Bullet strikes wholly within hard cover~ and continues on to hit or strike down a metal target~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,c2855fdd-9d78-4a23-93c1-22ea327bd24f, (Handgun | Rifle | MiniRifle | PCC only),9.1.6.3,Bullet strikes partially within hard cover~ and continues on to strike the scoring area of a paper target~ the hit on that paper target will count for score or penalty~ as the case may be.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,0417318c-fef2-4f1b-a43a-e6075d0b714b, (Handgun | Rifle | MiniRifle | PCC only),9.1.6.4,Bullet strikes partially within hard cover~ and continues on to strike down a scoring metal target~ the fallen target will count for score. If a bullet strikes partially within hard cover~ and continues on to strike down or hit a metal no-shoot~ the fallen no-shoot or hit thereon will count for penalty.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,e4353918-f849-43e5-92b5-1f731e86c029, (Rifle | MiniRifle | PCC only),9.1.6.1,Bullet strikes wholly within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will not count for score or penalty~ as the case may be.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,9d54165b-d707-4c51-bcb3-c872b8919a58, (Rifle | MiniRifle | PCC only),9.1.6.2,Bullet strikes wholly within hard cover~ and continues on to hit or strike down a metal target~ or hits a frangible target or an electronically registering target that activates other range equipment~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,0eda8fb1-8dad-4062-a780-120acbf2a15c,00000000-0000-0000-0000-000000000000
SUBRULE,10fb66f8-9217-4cfe-be27-bd0cc5fe7cc3, (Shotgun only),9.1.6.1,Slug or a buckshot pellet strikes wholly within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will not count for score or penalty~ as the case may be.,1c85801f-84c3-4acd-be08-eae4bce3484d,00000000-0000-0000-0000-000000000000
SUBRULE,aad910ec-107f-4c83-80ce-0dbd448fbfde, (Shotgun only),9.1.6.2,Slug or a buckshot pellet~ or pellets from a birdshot cartridge~ strike wholly within hard cover~ and continue on to strike down a scoring metal target or no-shoot~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,1c85801f-84c3-4acd-be08-eae4bce3484d,00000000-0000-0000-0000-000000000000
SUBRULE,305aaca2-60a7-4dd5-a57b-931132fe8155, (Shotgun only),9.1.6.3,Slug or a buckshot pellet strikes partially within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will count for score or penalty~ as the case may be.,1c85801f-84c3-4acd-be08-eae4bce3484d,00000000-0000-0000-0000-000000000000
SUBRULE,74c9b6d5-ab36-4215-b74e-8478ea3c231a, (Shotgun only),9.1.6.4,Slug or a buckshot pellet strikes partially within hard cover~ and continues on to strike down a scoring metal target or no-shoot~ the fallen metal target will count for score or penalty~ as the case may be.,1c85801f-84c3-4acd-be08-eae4bce3484d,00000000-0000-0000-0000-000000000000
SUBRULE,2318a0c7-3aaa-454c-bbb8-9710ab019171, (ActionAir only),9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,31787c91-ffb6-4654-a266-80d94bf7cb17,00000000-0000-0000-0000-000000000000
SUBRULE,0c23ef42-9b4e-464f-8927-c2f6c25a7a1c, (Handgun | Shotgun | Rifle | MiniRifle | PCC only),9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,8e3046a7-dce8-47a7-a974-8c303079e696,00000000-0000-0000-0000-000000000000
SUBRULE,f9477f93-ac8d-4578-a007-8888c2869269, (Shotgun | Rifle | MiniRifle | PCC only),9.4.1.1,It is recommended that disappearing metal and frangible targets be scored 10 points per target.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,117ef718-60c1-4a5e-8ceb-af3dad73993c, (Shotgun | Rifle | MiniRifle | PCC only),9.4.1.2,Metal and frangible targets that require a difficult shot may score 10 points per target.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,4b2897f8-22af-4c73-83bd-cfecc8b04e27, (Shotgun only),9.4.1.3,For slug ammunition only: in the case of disappearing paper targets~ it is recommended that each hit be scored double value; for paper targets requiring a difficult shot each hit may score double value. In both cases this is subject to a maximum of 2 hits per target.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,692f86f8-9a67-44bd-86e8-ba0e009f357f, (Shotgun only),9.4.1.4,The scoring of targets as referred to in Rules 9.4.1.1~ 9.4.1.2 and 9.4.1.3 is restricted to not more than 10% of the total number of targets in the match. Their use must have been approved during the course review process and they must be clearly identified in the written stage briefing.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,60feb554-3762-41fe-be4a-debeb887d513, (Rifle | MiniRifle | PCC only),9.4.1.3,Not applicable.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,a384ff3e-ee65-4f4a-81af-889923ada793, (Rifle | MiniRifle | PCC only),9.4.1.4,The scoring of targets as referred to in Rules 9.4.1.1 and 9.4.1.2 is restricted to not more than 10% of the total number of targets in the match. Their use must have been approved during the course review process and they must be clearly identified in the written stage briefing.,6b2720fd-2229-4b9a-b813-9b238abb2db1,00000000-0000-0000-0000-000000000000
SUBRULE,f505cd95-07b4-44eb-bb96-620fefafc659, (ActionAir only),9.5.4.1,Enlarged holes in paper targets which exceed the competitor's projectile diameter will not count for score or penalty unless there is visible evidence within the remnants of the hole to eliminate a presumption that the hole was caused by a ricochet or splatter.,c3f3c254-cd63-4391-978e-bbd65ce70330,00000000-0000-0000-0000-000000000000
SUBRULE,37b7b359-0806-484f-a98d-6046f880cfcd, (Handgun | Rifle | MiniRifle | PCC only),9.5.4.1,Enlarged holes in paper targets which exceed the competitor's bullet diameter will not count for score or penalty unless there is visible evidence within the remnants of the hole (e.g. a grease mark~ striations or a "crown" etc.)~ to eliminate a presumption that the hole was caused by a ricochet or splatter.,96825031-ede8-469c-a919-c7b4f337c2f4,00000000-0000-0000-0000-000000000000
SUBRULE,d103f45e-b83c-4f49-b210-8df55afbeaa1, (Shotgun only),9.5.6.1,A competitor will not incur failure to engage penalties where two or more targets receive scoring hits as a result of a single shot (see Rule 9.5.1.1). If a competitor fires less shots at a target array than the number of targets in that array~ and one or more target(s) does/do not receive scoring hits then failure to engage penalties and misses will apply as appropriate.,0fa54914-7202-4858-b6af-9f5d2c665510,00000000-0000-0000-0000-000000000000
SUBRULE,9c27be7c-2f4d-45f2-9d2c-7f3212fadd93, (Shotgun only),9.5.1.1,If two or more targets receive direct scoring hits as a result of a single shot they will both~ or all~ be scored normally unless Rule 9.1.5 applies (also see Rule 9.5.6).,65c784b9-fbf6-45c0-9c40-4c30b724c680,00000000-0000-0000-0000-000000000000
SUBRULE,f529bef7-a846-43be-bdc4-5e57a9a6972f, (Shotgun only),9.5.4.1,Enlarged holes in paper targets which exceed the diameter of a slug or a buckshot pellet~ as the case may be~ will not count for score or penalty unless there is visible evidence within the remnants of the hole (e.g. a grease mark~ striations or a "crown" etc.)~ to eliminate a presumption that the hole was caused by a ricochet or splatter.,4fbea851-6d6f-41c8-a43e-d9f9fe23f9ca,00000000-0000-0000-0000-000000000000
SUBRULE,7d50b6b5-4f33-4b8f-ae79-d1b3e69d2211, (Shotgun only),9.5.11.1,If the course of fire is restricted to a specific ammunition type for safety reasons then the competitor may be subject to a disqualification (see Rules 10.4.9 and 10.4.10).,fe8ae98c-5a35-48d5-b0f5-989befb3b9a5,00000000-0000-0000-0000-000000000000
SUBRULE,5eb62c89-e2b8-4d44-8eb8-a790d98b3085, (Shotgun only),9.5.11.2,For a paper target hits will not be counted for score and the target will be treated as a missed target. However~ competitors are permitted to reengage the target with the correct ammunition type for score.,fe8ae98c-5a35-48d5-b0f5-989befb3b9a5,00000000-0000-0000-0000-000000000000
