DISCIPLINE,9a343f59-e142-4d31-b0d2-c6be6925a106,ActionAir
CHAPTER,8563f3dd-787b-42e6-ae77-e3ee2dbd93ef,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,02ef8e05-c41b-4012-b579-713b87e198ba,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,8af0bcd7-f99e-4856-9e50-f3ec7ec296ed,Course Information,3,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,91e69ce1-bc0d-49be-8f26-48fbe81a584e,Range Equipment,4,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,687755c6-7542-4ec3-9cec-273f1e645f1d,Competitor Equipment,5,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,0c9fe70a-275c-415d-abdb-bc4ff0a81096,Match Structure,6,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,38c96a8a-89bf-453d-8cca-a12fc28c11d2,Match Management,7,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,feb1fc5f-e176-4be6-8280-183cb3752e62,The Course of Fire,8,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,88db1f00-ca62-4449-89d4-bf2f291cdc34,Scoring,9,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,5cdb76ee-e7cb-4667-addf-71f34186a872,Penalties and Disqualifications,10,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,fe536705-5d38-4e99-b75e-f5e9638efb5d,Arbitration and Interpretation of Rules,11,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,01b3528a-7163-4745-ab14-654f99b672a7,Miscellaneous Matters,12,,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,cba7467a-ec9d-4900-8bd6-b5c961e9034c,,8.1.5.1,"Single Action" means activation of the trigger causes a single action to occur (i.e. the hammer or striker falls).,fd068982-ee0f-435e-9c75-7ec74f9a928e,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8df527cc-9aef-4af3-a258-fd2d5ec54fa5,,8.1.5.2,"Double Action" means activation of the trigger causes more than a single action to occur (i.e. the hammer or striker rises or retracts~ then falls).,fd068982-ee0f-435e-9c75-7ec74f9a928e,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1a987fd8-51a5-4525-81a3-8ee147bdc2e9,,8.1.5.3,"Selective Action" means that the handgun can be operated in either "Single Action" or "Double Action" modes.,fd068982-ee0f-435e-9c75-7ec74f9a928e,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,b13bd200-9695-4f8c-a711-45e5eb21c25a,,8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,600bbebb-c080-4e91-8a55-9f6430b74f16,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e73d57fc-974d-453c-a166-9964b6aeb14d,,8.3.4.1,In the event that a competitor inadvertently begins shooting prematurely ("false start")~ the Range Officer will~ as soon as possible~ stop and restart the competitor once the course of fire has been restored.,38709fab-6d89-40d9-b6ba-1a85c2bdd48d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e69330b6-a6a7-4ce5-bd8c-e5fc342c53c1,,8.3.4.2,A competitor who reacts to a Start Signal but~ for any reason~ does not continue their attempt at the course of fire and fails to have an official time recorded on the timing device operated by the Range Officer~ will be given a zero time and zero score for that stage.,38709fab-6d89-40d9-b6ba-1a85c2bdd48d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,45736eb9-0751-4d21-964d-ab7dc8cbd6fc,,8.3.5.1,When two or more courses of fire share a common shooting bay or area~ Range Officers may issue other interim commands on completion of the first COF~ in order to prepare the competitor for the second and subsequent COF (e.g. "Reload if required"). Any such interim commands to be used must be clearly stated in the written stage briefing.,09e9c894-513d-4b74-b88a-5a14c63bb5c4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0fcf7f6e-f7f0-47df-a846-97a5df4d69ae,,8.3.6.1,If the Range Officer does not actually see the chambered projectile fall from the chamber~ he must take or order whatever action he deems necessary to ensure that no competitor leaves the COF with a projectile still inside the gun. If necessary~ a rod or other tool may be used.,bd62bcb1-8634-47f0-9a49-feea3ec34d2a,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c7516f12-d931-4d78-afc9-eddc0f8d3c0b,,8.3.7.1,Self-loaders � Release the slide and pull the trigger (without touching the hammer or decocker~ if any). If a handgun has a device which requires a magazine be inserted to enable the trigger to be pulled~ the competitor must~ on issuance of the above command~ inform the Range Officer~ who will direct and supervise the use~ and subsequent removal~ of an empty magazine to facilitate this process.,5011eff8-e758-4cfd-89b5-1849e3e86381,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,4a9843c1-07a1-4e2b-b98c-1861c1a618fd,,8.3.7.2,Not applicable.,5011eff8-e758-4cfd-89b5-1849e3e86381,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,b5cd4cb6-354e-4d77-9c49-bdab3c011a53,,8.3.7.3,If the gun proves to be clear~ the competitor must holster his handgun. Once the competitor's hands are clear of the holstered handgun~ the course of fire is deemed to have ended.,5011eff8-e758-4cfd-89b5-1849e3e86381,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,82ffd123-f60e-4d3c-8b5e-aa7de8dab44e,,8.3.7.4,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,5011eff8-e758-4cfd-89b5-1849e3e86381,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,7233dfb4-d016-4305-9058-ce5ee3f4b4bf,,8.3.9.1,The recommended physical signals are taps on the competitor�s weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,ad96c0e7-c49a-44ea-968c-e1858a1e62c6,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d371242d-b00f-4a67-9818-44685f92982e,,8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for examination~ testing and approval by the Range Master before it can be used.,ad96c0e7-c49a-44ea-968c-e1858a1e62c6,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,4aeb6db5-37a3-4de1-af36-6a7dc81b96c7,,8.5.1.1,Taking more than one step in any direction.,05c71eb1-cc5c-48a5-bad0-8ffcc58ffcdb,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,48d25e69-ce1f-495a-871f-94db86d7cbe5,,8.5.1.2,Changing shooting position (e.g. from standing to kneeling~ from seated to standing etc.).,05c71eb1-cc5c-48a5-bad0-8ffcc58ffcdb,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1e1ba3e3-7948-48ae-a470-a1e6439a6b40,,8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master�s discretion.,9e048266-e0c7-4813-be1b-edcf418c56fb,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,f74445d4-78ad-49e0-be1d-90268adec70c,,9.1.2.1,Score the affected target as a missed target; or,256ba45d-ca0f-4571-ac96-c9c846b249a5,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,113a841b-4ee8-4750-8b10-300fa57e46c7,,9.1.2.2,Impose penalties for any affected no-shoots.,256ba45d-ca0f-4571-ac96-c9c846b249a5,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,da44eb41-374b-4bd5-a42b-90100cce7bfc,,9.1.4.1,In the event that patches or tape applied to a restored paper target are accidentally blown off by wind~ muzzle blast or another reason~ and it is not obvious to the Range Officer which hits were made by the competitor being scored~ the competitor will be required to reshoot the course of fire.,b0d0337a-f97a-4053-bbf5-dce031df0159,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,78fbdcb6-ea94-470c-815a-d0a0c82ead1e,,9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot.,b0d0337a-f97a-4053-bbf5-dce031df0159,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,053ed60c-92d8-40af-9a60-0ea09f94b803,,9.1.5.1,Projectile strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,ee923799-a7d4-41dc-b827-d763d579cfa4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,6fe70bac-97c0-43dd-aa61-c7c9975b14f4,,9.1.5.2,Projectile strikes wholly within the scoring area of a paper target~ and continues on to strike down a rigid target~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,ee923799-a7d4-41dc-b827-d763d579cfa4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,4a7b88a4-b54c-423a-a04b-72590b8a0052,,9.1.5.3,Projectile strikes partially within the scoring area of a paper or rigid target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,ee923799-a7d4-41dc-b827-d763d579cfa4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8d8d14a9-0e69-45ad-9c32-e58a6e45fc73,,9.1.5.4,Projectile strikes partially within the scoring area of a paper or rigid target~ and continues on to strike down another rigid target~ the fallen subsequent rigid target will also count for score or penalty~ as the case may be.,ee923799-a7d4-41dc-b827-d763d579cfa4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,affe77c1-6a72-4c3c-a812-f60f7ccf2d9e,,9.1.6.1,Projectile strikes wholly within hard cover~ and continues on to strike any scoring paper target or no-shoot~ that shot will not count for score or penalty~ as the case may be. If it cannot be determined which hit(s) on a scoring paper target or no-shoot are the result of shots fired through hard cover~ the scoring paper target or no-shoot will be scored by ignoring the applicable number of highest scoring hit(s).,221938dd-e607-4305-9533-7017411bc83b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e5b7bda7-4b91-494b-b799-4c9a23d9c7ca,,9.1.6.2,Projectile strikes wholly within hard cover~ and continues on to strike down a rigid target~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,221938dd-e607-4305-9533-7017411bc83b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,2a977d30-46f8-4f99-8166-647ebf6041b8,,9.1.6.3,Projectile strikes partially within hard cover~ and continues on to strike the scoring area of a paper target~ the hit on that paper target will count for score or penalty~ as the case may be.,221938dd-e607-4305-9533-7017411bc83b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c05120e8-8cf3-47b3-8ad0-60d9a685e7c1,,9.1.6.4,Projectile strikes partially within hard cover~ and continues on to strike down a scoring rigid target~ the fallen target will count for score. If a projectile strikes partially within hard cover~ and continues on to strike down a rigid no-shoot~ the fallen no-shoot will count for penalty.,221938dd-e607-4305-9533-7017411bc83b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d8bce103-7637-482c-96e9-537f4e1e971a,,9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,1308c000-3a0a-4e10-8fcb-38406823feb2,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,b19d3486-8ac5-4e46-b7b4-5ba99625b025,,9.5.4.1,Enlarged holes in paper targets which exceed the competitor's projectile diameter will not count for score or penalty unless there is visible evidence within the remnants of the hole to eliminate a presumption that the hole was caused by a ricochet or splatter.,7f318693-682c-4325-bb23-be7650dd5f0d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,44514db5-c17a-4129-a05b-a49ff56e6a57,,9.7.6.1,If the time is missing~ the competitor will receive a zero score for the stage.,0f4e17a8-4bdc-4a2b-b15e-850ac8d09488,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e33067c7-48ff-40c9-b9f6-78c794daaf94,,9.7.6.2,If insufficient hits or misses have been recorded on the score sheet~ those which have been recorded will be deemed complete and conclusive.,0f4e17a8-4bdc-4a2b-b15e-850ac8d09488,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,900a42f7-76f2-4fd1-9444-13438cfdff04,,9.7.6.3,If excessive hits or misses have been recorded on the score sheet~ the highest value scoring hits recorded will be used.,0f4e17a8-4bdc-4a2b-b15e-850ac8d09488,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,21d56cdc-d234-48a6-b6d5-3841efa1c064,,9.7.6.4,Procedural penalties recorded on the score sheet will be deemed complete and conclusive~ except where Rule 8.6.2 applies.,0f4e17a8-4bdc-4a2b-b15e-850ac8d09488,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,9131467b-31ef-4052-bb36-e2aeed5e2b4a,,9.7.6.5,If the identity of the competitor is missing from a score sheet~ it must be referred to the Range Master~ who must take whatever action he deems necessary to rectify the situation.,0f4e17a8-4bdc-4a2b-b15e-850ac8d09488,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,230afe2e-c110-4e74-a87d-920c099312ac,,9.7.7.1,Once a reshoot has been completed~ the outcome of the reshoot will stand~ even if a record of the original score is subsequently discovered.,1767a127-588d-48ac-9b49-76c2c8634984,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,5d4f5d56-56e5-44b9-b6bc-134e5276bfea,,10.2.1.1,However~ if the competitor has gained a significant advantage on any target(s) while faulting~ he may instead be assessed 1 procedural penalty for each shot fired at the subject target(s) while faulting.,f40f7299-d3c2-439f-a797-da52da83f274,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a76a860d-5a88-4b3e-992f-e13e569bf748,,10.2.8.1,support the handgun or the stipulated wrist~ hand or arm while firing shots;,7ef44a1b-07da-4e32-8bce-657057c28b68,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c8e91ee3-831a-4a2e-b9ce-a320cf796558,,10.2.8.2,increase stability on the ground~ a barricade or another prop while firing shots.,7ef44a1b-07da-4e32-8bce-657057c28b68,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,6b684a2b-b680-4799-89da-9ce4944fd841,,10.2.10.1,If the request is approved by the Range Master~ he must state~ in advance of the competitor attempting the course of fire~ the extent of the special penalty~ ranging from 1% to 20% of the competitor's points "as shot"~ to be deducted.,e9efa7a4-eb85-4ecd-b3a4-f2f63bf38dd8,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,757572e2-e051-4a82-8d84-f8b20569789c,,10.2.10.2,Alternatively~ the Range Master may waive application of any penalties in respect of a competitor who~ due to having a significant physical disability~ is unable to comply with the stated course requirement.,e9efa7a4-eb85-4ecd-b3a4-f2f63bf38dd8,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,65faee74-70fa-4455-b793-a26b30700f09,,10.2.10.3,If the request is denied by the Range Master~ normal procedural penalties will apply.,e9efa7a4-eb85-4ecd-b3a4-f2f63bf38dd8,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,46ca602c-9ae4-4201-977d-e1023f4ee76e,,10.4.8.1,The firearm must be immediately presented for inspection to the Range Master or his delegate~ who will inspect the firearm and carry out any tests necessary to establish that a broken or defective part caused the discharge. A competitor may not later appeal a disqualification for an accidental discharge due to a broken or defective part if they fail to present the firearm for inspection prior to leaving the course of fire.,8a588d9e-7396-435e-b20b-35a81bef8257,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,eda8d463-a0c1-4020-80d8-a55f17eeedfa,,10.5.3.1,The competitor maintains constant physical contact with the firearm~ until it is placed firmly and securely on the ground or another stable object; and,69f1e2a7-24dc-4ac8-8fd6-a079072a1560,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1552dd01-0c33-4fe1-818f-b2d5a63dc267,,10.5.3.2,The competitor remains within 1 meter of the firearm at all times (except where the firearm is placed at a greater distance~ under the supervision of a Range Officer~ in order to comply with a start position); and,69f1e2a7-24dc-4ac8-8fd6-a079072a1560,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8e06972e-7e67-4d22-9a97-4eace2cd981d,,10.5.3.3,The provisions of Rule 10.5.2 do not occur; and,69f1e2a7-24dc-4ac8-8fd6-a079072a1560,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,88986bad-dd42-4863-ac9a-28c9990d9d28,,10.5.3.4,The firearm is in the ready condition as specified in Section 8.1; or,69f1e2a7-24dc-4ac8-8fd6-a079072a1560,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1c66a82f-f24c-4600-9d80-9e099445ea40,,10.5.3.5,The firearm is unloaded and the action is open.,69f1e2a7-24dc-4ac8-8fd6-a079072a1560,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,543b73f3-9eb1-43e2-adc9-282c655e6870,,10.5.11.1,A single action self-loading pistol with the chamber loaded and the safety not applied.,1581ad81-f3f4-438d-bc81-646045efe182,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,fb22dee9-cc04-4a08-bd54-ce7e474ec567,,10.5.11.2,A double action or selective action pistol with the hammer cocked and the safety not applied.,1581ad81-f3f4-438d-bc81-646045efe182,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,209596f0-1b4e-4a13-b928-0512d7b9e306,,10.5.12.1,The word "handling" does not preclude competitors from entering a Safety Area with projectiles or propellant gas in magazines or speed loaders or propellant gas containers on their belt~ in their pockets or in their range bag~ provided the competitor does not physically remove the loaded/charged magazines~ speed loaders or propellant gas containers from their retaining or storage device while within the Safety Area.,96647089-07da-4cd3-9fe0-1aad287ec1fa,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3044df6c-c98d-42ea-9d5a-5b0eb488331c,,11.2.1.1,The IPSC President~ or his delegate~ or a certified Match Official appointed by the Match Director~ (in that order) will serve as Chairman of the committee with no vote.,92c55c62-02d5-4a28-b958-ab100a9e4f83,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,6bcc4e76-a828-4e45-8e36-06aef16f14d7,,11.2.1.2,Three arbitrators will be appointed by the IPSC President~ or his delegate~ or by the Match Director~ (in that order)~ with one vote each.,92c55c62-02d5-4a28-b958-ab100a9e4f83,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8fba3417-7084-4ddb-8183-021c1ab84bb2,,11.2.1.3,When possible arbitrators should be competitors in the match and should be certified Match Officials.,92c55c62-02d5-4a28-b958-ab100a9e4f83,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,796ac26b-cbed-437b-9c9f-df409d27e991,,11.2.1.4,Under no circumstances must the Chairman or any member of an Arbitration Committee be a party to the original decision or subsequent appeals~ which led to the arbitration.,92c55c62-02d5-4a28-b958-ab100a9e4f83,9a343f59-e142-4d31-b0d2-c6be6925a106
