DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,586f75c8-9976-4cf1-8a74-f945c559604e,,6.4.1.3,At Level IV or higher matches~ all members of the same official Regional Team must compete together in the same squad in the main match.,38ad6776-ad41-4d81-9825-91741614a7b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4d3df351-ff85-4043-b8e8-b36bae809c86,,6.4.2.1,The individual Division and/or Category assigned to a competitor determines his eligibility in respect of teams (e.g. a competitor individually in Standard Division cannot participate in an Open Division team). A female individually registered as "Lady" cannot participate in a team based on age~ or vice versa. A competitor individually registered in a Category may be a member of an overall team in the same Division.,ec81f196-d41f-49ad-bee8-62cfa4ed9eb1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,946702af-e91f-46f5-9e76-702bbd740d21,,6.5.1.1,In any case~ match organizers must not accept any competitor or Match Official from another Region unless the Regional Director of that Region has confirmed the competitor's or Match Official's eligibility to participate in the subject match~ and that the competitor or Match Official is not under sanction from the IPSC Executive Council.,ec474945-f30b-4a6f-af3e-fe4e256de86b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,990452f7-460f-4e20-9be8-eca79253a6c3,,6.5.1.2,Competitors who ordinarily reside in a country or geographical area which is not affiliated to IPSC may join an IPSC affiliated Region and may compete under the auspices of that Region~ subject to the approval of the IPSC Executive Council and the Regional Director of that Region. If a competitor's country or geographical area of residence subsequently applies for affiliation to IPSC~ the competitor must become a member of that Region during the affiliation process.,ec474945-f30b-4a6f-af3e-fe4e256de86b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,7062504c-d83b-44d4-86f7-0b3fe563591f,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,5ae6c4b9-166d-44df-9c71-27a851122d88,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f7bd432d-85c5-4342-aa97-df582a2f6dba,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,5ae6c4b9-166d-44df-9c71-27a851122d88,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,c6519b3e-23e0-4cfb-9cce-be7d1938a1e7,,7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,3badc314-87ad-4b65-a03f-3ecd80fb4b5a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,36ac91f9-7678-4e02-a2d0-a74586f985a1,,8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber(s) loaded~ hammer and/or sear cocked and safety catch applied (if the shotgun is designed to have one).,3384603e-d42d-41e2-b41f-da5887c14036,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4716b63a-15b6-426c-ad2b-f011e0e42696,,8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber(s) empty and the action closed.,3384603e-d42d-41e2-b41f-da5887c14036,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,6489bc46-125c-43b2-a747-aa96b210a6ef,,8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber(s) must be empty. The action/bolt may be open or closed.,3384603e-d42d-41e2-b41f-da5887c14036,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,c524d76a-acdb-40c8-9f74-a6b0122b66f2,,8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,58e81976-0476-4f3c-a9d9-5d355d047132,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,63a2c174-63c6-415c-83b8-8cffd7b0a52a,,8.2.2.1,Standing erect with the shotgun in the ready condition held in both hands~ stock touching the competitor at hip level~ trigger guard downwards~ muzzle pointing downrange and with the fingers outside the trigger guard.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,0efe2fd7-828c-43bc-8e72-4a64f98e6922,,8.2.2.2,Standing erect with the shotgun in the ready condition held naturally in the strong hand only~ barrel parallel to the ground~ trigger guard downwards~ muzzle pointing downrange with fingers outside the trigger guard and weak hand hanging naturally at the side.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,9c4a9178-efd7-4860-9d49-d865a14b6779,,8.2.2.3,An alternative starting position as stated in the written stage briefing.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,346ea261-3bba-4092-8d34-cae1a441c3ff,,8.2.2.4,Unless otherwise stated in the written stage briefing holding the gun upside down is prohibited.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f0140b71-bc6b-475e-bdab-83058233f6e8,,8.2.2.5,A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,d1e3538f-c6f3-4061-b2ad-9d7dc760686f,,8.2.2.6,A course of fire must never permit a competitor to start a stage with the shotgun mounted into the shoulder and pointing towards targets.,61815c1b-d00e-4d3c-8a7f-badbd6a4ce1a,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,b32de83e-c81e-4a0c-ae33-784e77a7edb3,,8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,b8b4c894-e975-421a-bc03-525cc898e1b8,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e6bce5b8-be01-4c03-a393-a01cd6a3daed,,8.3.4.1,In the event that a competitor inadvertently begins shooting prematurely ("false start")~ the Range Officer will~ as soon as possible~ stop and restart the competitor once the course of fire has been restored.,c016aeb7-ed84-49c6-b8b0-848ce587dcbd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,bdea595f-54e5-4c99-8917-8f7528e56982,,8.3.4.2,A competitor who reacts to a Start Signal but~ for any reason~ does not continue their attempt at the course of fire and fails to have an official time recorded on the timing device operated by the Range Officer~ will be given a zero time and zero score for that stage.,c016aeb7-ed84-49c6-b8b0-848ce587dcbd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,b0201b36-c8e5-4b9c-9921-a484a3b4a732,,8.3.5.1,When two or more courses of fire share a common shooting bay or area~ Range Officers may issue other interim commands on completion of the first COF~ in order to prepare the competitor for the second and subsequent COF (e.g. "Reload if required"). Any such interim commands to be used must be clearly stated in the written stage briefing.,fc77c1ed-09da-43bd-b5dc-9408dba81cd1,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,d5556309-4374-4cad-8c50-a732e95f3da5,,8.3.7.1,Close the action~ pull the trigger to release the hammer and then open the action again.,e8c8a49a-e47f-4b41-acd8-a1a4ae8c8089,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,0dabf4d5-2e2f-4704-a234-264423112b64,,8.3.7.2,If the gun proves to be clear~ a chamber safety flag must be fitted. The action can remain open or,e8c8a49a-e47f-4b41-acd8-a1a4ae8c8089,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4ea6affa-7ce3-48a9-9cf3-b49677ccaf35,,8.3.7.3,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,e8c8a49a-e47f-4b41-acd8-a1a4ae8c8089,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e6f1b19d-674a-403b-ae4e-ab1cdc2ad77c,,8.3.7.4,Full compliance with Rules 8.3.7.1 and 8.3.7.2 signifies the end of the course of fire. The competitor must then comply with Rule 5.2.1.,e8c8a49a-e47f-4b41-acd8-a1a4ae8c8089,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,c09ce484-3d04-4568-bdac-1180dc571f67,,8.3.9.1,The recommended physical signals are taps on the competitor�s weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,27978d00-81cd-484f-af27-38001533fc9e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,7d464112-3f4d-4ba2-9b93-36e021a0adb8,,8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for examination~ testing and approval by the Range Master before it can be used.,27978d00-81cd-484f-af27-38001533fc9e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f5f15e19-ad8c-4b7c-8647-7ae976033b16,,8.5.1.1,Taking more than one step in any direction.,72359354-185d-43a0-ba9b-f23d4e87a53e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,aeb10aef-5bd4-45e7-94a4-f3f0444837a0,,8.5.1.2,Changing shooting position (e.g. from standing to kneeling~ from seated to standing etc.).,72359354-185d-43a0-ba9b-f23d4e87a53e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,b8ec5b95-4609-4c14-8388-9ed5fbeb074f,,8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master�s discretion.,694e9f7b-8476-4fad-aada-0954ea87472e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,d28404c9-26c2-4f7f-8f5e-bc05b062eeab,,9.1.2.1,Score the affected target as a missed target; or,880a794e-6e9a-4603-bcae-33d0306f037b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,806d7631-1eec-48f0-aff1-94ae87f34f4c,,9.1.2.2,Impose penalties for any affected no-shoots.,880a794e-6e9a-4603-bcae-33d0306f037b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2d3dcd9b-6df0-442a-8f49-62b26b0d67a9,,9.1.4.1,In the event that patches or tape applied to a restored paper target are accidentally blown off by wind~ muzzle blast or another reason~ and it is not obvious to the Range Officer which hits were made by the competitor being scored~ the competitor will be required to reshoot the course of fire.,a96d7f86-469c-4694-aba8-6f469208f1ba,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,7423ecd2-54b8-4c04-a051-66afa7aecd92,,9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot..,a96d7f86-469c-4694-aba8-6f469208f1ba,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1fbd58f5-0b33-4f8c-9aa6-d43d0e78fa56,,9.1.5.1,Slug or a buckshot pellet strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another scoring paper target or no-shoot~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,cd7213c8-8cc9-4e63-bb57-69e79115850b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,22b5afaa-c5b7-4696-8e4a-3397656aa1c3,,9.1.5.2,Slug or a buckshot pellet strikes wholly within the scoring area of a paper target~ and continues on to strike down a scoring metal target or no-shoot~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,cd7213c8-8cc9-4e63-bb57-69e79115850b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,221bb79b-a502-498e-a0e2-0fe4607d2747,,9.1.5.3,Slug or a buckshot pellet strikes partially within the scoring area of a paper or metal target~ and continues on to strike the scoring area of another scoring paper target or no-shoot~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,cd7213c8-8cc9-4e63-bb57-69e79115850b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1f9b8cef-c51e-4a5c-a0d1-b295e9fffb7f,,9.1.5.4,Slug or a buckshot pellet strikes partially within the scoring area of a paper or metal target~ and continues on to strike down another scoring metal target or no-shoot~ the subsequent metal target will also count for score or penalty~ as the case may be.,cd7213c8-8cc9-4e63-bb57-69e79115850b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3e3ab095-788f-423a-992b-7929db6ccdc9,,9.1.6.1,Slug or a buckshot pellet strikes wholly within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will not count for score or penalty~ as the case may be.,b33c2c0c-074e-4236-860e-232a48944fe0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,ab217519-f3b7-467a-bb92-40b18453f388,,9.1.6.2,Slug or a buckshot pellet~ or pellets from a birdshot cartridge~ strike wholly within hard cover~ and continue on to strike down a scoring metal target or no-shoot~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,b33c2c0c-074e-4236-860e-232a48944fe0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,dd5d9e01-0dd6-4295-9b9d-cd2635c70a72,,9.1.6.3,Slug or a buckshot pellet strikes partially within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will count for score or penalty~ as the case may be.,b33c2c0c-074e-4236-860e-232a48944fe0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3ad6cba0-aeeb-4cec-b3b1-91dee709409b,,9.1.6.4,Slug or a buckshot pellet strikes partially within hard cover~ and continues on to strike down a scoring metal target or no-shoot~ the fallen metal target will count for score or penalty~ as the case may be.,b33c2c0c-074e-4236-860e-232a48944fe0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,73439cd0-f46e-4c10-b869-e13a380e9bec,,9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,df05f232-f21f-447d-812f-4cd90b66d829,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,29048d21-80b1-4ffa-ab8f-4247a739bbd2,,9.4.1.1,It is recommended that disappearing metal and frangible targets be scored 10 points per target.,9ed1ab49-0ff0-4374-b39f-57cefaeabaf5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,cfcc9a0d-9191-4334-8146-6843360aceac,,9.4.1.2,Metal and frangible targets that require a difficult shot may score 10 points per target.,9ed1ab49-0ff0-4374-b39f-57cefaeabaf5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,42a71119-7b26-46ab-ac9b-c29de2e25f1a,,9.4.1.3,For slug ammunition only: in the case of disappearing paper targets~ it is recommended that each hit be scored double value; for paper targets requiring a difficult shot each hit may score double value. In both cases this is subject to a maximum of 2 hits per target.,9ed1ab49-0ff0-4374-b39f-57cefaeabaf5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,fdbb14ab-d6f4-45ca-8176-437feb2c862b,,9.4.1.4,The scoring of targets as referred to in Rules 9.4.1.1~ 9.4.1.2 and 9.4.1.3 is restricted to not more than 10% of the total number of targets in the match. Their use must have been approved during the course review process and they must be clearly identified in the written stage briefing.,9ed1ab49-0ff0-4374-b39f-57cefaeabaf5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,74f1b35c-c798-44f5-92be-95a9e2033671,,9.5.1.1,If two or more targets receive direct scoring hits as a result of a single shot they will both~ or all~ be scored normally unless Rule 9.1.5 applies (also see Rule 9.5.6).,7892ca1c-04a4-47b0-9f52-f27665d28cc5,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,287d1841-23a7-404e-b37a-e1cf415efdfa,,9.5.4.1,Enlarged holes in paper targets which exceed the diameter of a slug or a buckshot pellet~ as the case may be~ will not count for score or penalty unless there is visible evidence within the remnants of the hole (e.g. a grease mark~ striations or a "crown" etc.)~ to eliminate a presumption that the hole was caused by a ricochet or splatter.,da23640f-04f3-4455-b5d2-b9155539288e,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3efaff66-0566-45f9-80ef-6251a211df06,,9.5.6.1,A competitor will not incur failure to engage penalties where two or more targets receive scoring hits as a result of a single shot (see Rule 9.5.1.1). If a competitor fires less shots at a target array than the number of targets in that array~ and one or more target(s) does/do not receive scoring hits then failure to engage penalties and misses will apply as appropriate.,4a1c5e46-079c-4d43-8b0d-e7050f0e5889,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f82b3775-9723-4270-bcb3-12d4a8f11c47,,9.5.11.1,If the course of fire is restricted to a specific ammunition type for safety reasons then the competitor may be subject to a disqualification (see Rules 10.4.9 and 10.4.10).,2e9595fc-3b9d-46a9-a9c3-2ccb790221f4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,02b61194-d116-47a2-8ae6-83a591b213d9,,9.5.11.2,For a paper target hits will not be counted for score and the target will be treated as a missed target. However~ competitors are permitted to reengage the target with the correct ammunition type for score.,2e9595fc-3b9d-46a9-a9c3-2ccb790221f4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,abc83663-54b9-4f6a-bffd-637a90a9d782,,9.5.11.3,Metal targets and metal no-shoots will be scored normally but the competitor will be subject to procedural penalties (see Rule 10.2.12).,2e9595fc-3b9d-46a9-a9c3-2ccb790221f4,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,55e851aa-96c6-48d7-871c-fd574ef41a5d,,9.7.6.1,If the time is missing~ the competitor will receive a zero score for the stage.,d21a47dd-5bb1-4595-af64-7f657e4ff874,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e25a8591-e7ad-4025-8fc4-27a7e85863f1,,9.7.6.2,If insufficient hits or misses have been recorded on the score sheet~ those which have been recorded will be deemed complete and conclusive.,d21a47dd-5bb1-4595-af64-7f657e4ff874,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,c96943ed-cc36-470a-9139-83d3ad3c62e4,,9.7.6.3,If excessive hits or misses have been recorded on the score sheet~ the highest value scoring hits recorded will be used.,d21a47dd-5bb1-4595-af64-7f657e4ff874,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,30182f9c-b238-4484-bb1d-99e8a795cb4b,,9.7.6.4,Procedural penalties recorded on the score sheet will be deemed complete and conclusive~ except where Rule 8.6.2 applies.,d21a47dd-5bb1-4595-af64-7f657e4ff874,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,ba36d047-4b53-4f15-8626-343c508b3670,,9.7.6.5,If the identity of the competitor is missing from a score sheet~ it must be referred to the Range Master~ who must take whatever action he deems necessary to rectify the situation.,d21a47dd-5bb1-4595-af64-7f657e4ff874,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
