DISCIPLINE,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83,Handgun
CHAPTER,d68b7723-d685-40d7-9b72-ecb1c638db9c,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,5bb699ac-dac3-4aba-a4f9-cba4f642c1c5,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,0dd0ecee-bb8c-494e-8720-74d5be5921a7,Course Information,3,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,3da79bf5-68ba-45f3-b983-a1274c2e59fe,Range Equipment,4,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,35bd0461-9cb3-4b77-94de-67f7f56a87af,Competitor Equipment,5,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e7531529-0ec1-4b51-b9cc-66ec25496dbe,Match Structure,6,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,877e64c4-14e6-4844-97b3-3da3437f6bd2,Match Management,7,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,eae65a73-4038-49eb-ba91-c51fd9ca590a,The Course of Fire,8,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e5d8a70a-cd17-432e-aa44-bbe4f91c526d,Scoring,9,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,51ee17e9-7f84-443a-9bf4-fdc4bd18f311,Penalties and Disqualifications,10,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,1c2d23c3-3dc5-455d-823e-01fafcc01921,Arbitration and Interpretation of Rules,11,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,a50bd0e4-4327-4cf0-b319-2f79c1224d74,Miscellaneous Matters,12,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5fb75d59-3a87-414f-9040-7b5d210b5999,,8.1.2.2,"Double action" � Chamber loaded~ hammer fully down or decocked.,735e2c02-d85e-42ad-958e-0a2dd3913e41,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,61c9b237-84bc-43b3-8952-d94ee4142880,,8.1.2.3,"Selective action" � Chamber loaded~ hammer fully down or decocked~ or chamber loaded~ hammer cocked with external safety applied.,735e2c02-d85e-42ad-958e-0a2dd3913e41,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,1fc9d919-0ccc-4dfe-883e-ea616de9d461,,8.1.2.4,For all self-loading pistols~ the term "external safety" means the primary visible safety lever on the handgun (e.g. the thumb safety on a "1911" genre handgun). In the event of doubt~ the Range Master is the final authority on this matter.,735e2c02-d85e-42ad-958e-0a2dd3913e41,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,48cd2a89-68b0-4265-9152-3af9e50b1e7a,,8.1.2.5,If a handgun has a decocking lever~ that alone must be used to decock the handgun~ without touching the trigger. If a handgun does not have a decocking lever~ the hammer must be safely and manually lowered all the way forward (i.e. not just to a "half-cock notch" or to another similar intermediary position).,735e2c02-d85e-42ad-958e-0a2dd3913e41,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e8a4da5b-8152-487d-b768-3d7e6d22fc0e,,8.1.3.1,When a written stage briefing requires that a competitor's firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,bfb7e1a6-22db-4e67-9826-53a41ebe76b6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,79dd9d8c-1687-4dca-93f8-94010db88382,,8.1.5.1,"Single Action" means activation of the trigger causes a single action to occur (i.e. the hammer or striker falls).,bd700b45-6be7-4a17-b45c-ab22697294ff,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,4aa9a164-f1a2-4356-a0a7-942d8e62bd76,,8.1.5.2,"Double Action" means activation of the trigger causes more than a single action to occur (i.e. the hammer or striker rises or retracts~ then falls).,bd700b45-6be7-4a17-b45c-ab22697294ff,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d011982f-c32d-4498-b0f2-cb1c443a1a6b,,8.1.5.3,"Selective Action" means that the handgun can be operated in either "Single Action" or "Double Action" modes.,bd700b45-6be7-4a17-b45c-ab22697294ff,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,686baec5-595d-484d-91fc-da30208b8685,,8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,a8ff6d66-ce35-484b-ba9b-cffaa40add2d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,60f64a72-8537-46ee-832d-4e1b31618b8d,,8.3.4.1,In the event that a competitor inadvertently begins shooting prematurely ("false start")~ the Range Officer will~ as soon as possible~ stop and restart the competitor once the course of fire has been restored.,ffe3fece-93eb-4395-8e47-22528402b6b0,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d50d3d6b-017e-44ec-99d1-efac49f7c0d3,,8.3.4.2,A competitor who reacts to a Start Signal but~ for any reason~ does not continue their attempt at the course of fire and fails to have an official time recorded on the timing device operated by the Range Officer~ will be given a zero time and zero score for that stage.,ffe3fece-93eb-4395-8e47-22528402b6b0,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,75914ca6-8e3c-46ef-9f73-a09dc9534145,,8.3.5.1,When two or more courses of fire share a common shooting bay or area~ Range Officers may issue other interim commands on completion of the first COF~ in order to prepare the competitor for the second and subsequent COF (e.g. "Reload if required"). Any such interim commands to be used must be clearly stated in the written stage briefing.,61aed72b-72d0-405a-a190-e83e45016687,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f958dabe-bf53-484b-99d7-fea4d4ed705c,,8.3.7.1,Self-loaders � Release the slide and pull the trigger (without touching the hammer or decocker~ if any). If a handgun has a device which requires a magazine be inserted to enable the trigger to be pulled~ the competitor must~ on issuance of the above command~ inform the Range Officer~ who will direct and supervise the use~ and subsequent removal~ of an empty magazine to facilitate this process.,21063474-ca38-4eb0-a375-fd094ac64bd6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,13b13780-48d6-436e-bd2b-324685a219fd,Revolvers,8.3.7.2,Close the empty cylinder (without touching the hammer~ if any).,21063474-ca38-4eb0-a375-fd094ac64bd6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5291e37f-91bb-4ae6-a65b-e3d83cc2c8d2,,8.3.7.3,If the gun proves to be clear~ the competitor must holster his handgun. Once the competitor's hands are clear of the holstered handgun~ the course of fire is deemed to have ended.,21063474-ca38-4eb0-a375-fd094ac64bd6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,62cb6229-5740-49c5-8f54-a29f44b0896b,,8.3.7.4,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,21063474-ca38-4eb0-a375-fd094ac64bd6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,aac8f4d5-1015-4977-a8da-b90cb6b1cd9b,,8.3.9.1,The recommended physical signals are taps on the competitor's weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,679b2e1a-10f1-4a01-a167-4f9d5c96a679,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,67836c60-a00d-4d12-931e-99db4991f678,,8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for examination~ testing and approval by the Range Master before it can be used.,679b2e1a-10f1-4a01-a167-4f9d5c96a679,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,3844d605-4035-4aa1-8ca9-18ebd62c81f6,,8.5.1.1,Taking more than one step in any direction.,6d5d8e5b-5944-45b7-a71c-1de9807d14cd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,75fd4833-853f-469c-84d1-1af121b707c8,,8.5.1.2,Changing shooting position (e.g. from standing to kneeling~ from seated to standing etc.).,6d5d8e5b-5944-45b7-a71c-1de9807d14cd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,30341970-75a8-42e6-a820-bb08c6f1178f,,8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master's discretion.,1d598f5d-79a1-42cb-915a-d26a15035610,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5777d471-fb9d-4036-b7a7-96078ee380c2,,9.1.2.1,Score the affected target as a missed target; or,da2c238a-ccd2-4e7d-af3c-35d4226f84a6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,88345f80-4a5b-4290-93f6-6cd07561948d,,9.1.2.2,Impose penalties for any affected no-shoots.,da2c238a-ccd2-4e7d-af3c-35d4226f84a6,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,cd065ee4-cf4b-4a68-af99-0c6422035243,,9.1.4.1,In the event that patches or tape applied to a restored paper target are accidentally blown off by wind~ muzzle blast or another reason~ and it is not obvious to the Range Officer which hits were made by the competitor being scored~ the competitor will be required to reshoot the course of fire.,40000087-0ba8-4acb-9ca4-986e99a8ab66,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d3a72f95-78f1-4fc2-b9cb-54ca30ab6248,,9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot.,40000087-0ba8-4acb-9ca4-986e99a8ab66,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f253ded3-bbe9-437e-b926-579b8b55b0e6,,9.1.5.1,Bullet strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,93dc76ac-ec8d-4649-bb5a-6ad8671f721c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d553cd05-95f0-4765-82dc-ead7d04bc87a,,9.1.5.2,Bullet strikes wholly within the scoring area of a paper target~ and continues on to hit or strike down a metal target~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,93dc76ac-ec8d-4649-bb5a-6ad8671f721c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,dc2f692f-a732-410a-a176-787ff366c826,,9.1.5.3,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,93dc76ac-ec8d-4649-bb5a-6ad8671f721c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,c08cc0a8-e83a-4e02-85ed-3a32b5dfe55f,,9.1.5.4,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike down (or hit the scoring area of) another metal target~ the fallen (or hit on the) subsequent metal target will also count for score or penalty~ as the case may be.,93dc76ac-ec8d-4649-bb5a-6ad8671f721c,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,2abf71ae-db3a-4b42-a7a2-54cabf830053,,9.1.6.1,Bullet strikes wholly within hard cover~ and continues on to strike any scoring paper target or no-shoot~ that shot will not count for score or penalty~ as the case may be. If it cannot be determined which hit(s) on a scoring paper target or no-shoot are the result of shots fired through hard cover~ the scoring paper target or no-shoot will be scored by ignoring the applicable number of highest scoring hit(s).,4540b4df-ceb1-441c-b5b1-be19db383816,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e2a12a1d-538f-49f6-b5d0-4d345868a829,,9.1.6.2,Bullet strikes wholly within hard cover~ and continues on to hit or strike down a metal target~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,4540b4df-ceb1-441c-b5b1-be19db383816,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,31bdf1a1-d49f-4cbf-9ce3-329291b9311f,,9.1.6.3,Bullet strikes partially within hard cover~ and continues on to strike the scoring area of a paper target~ the hit on that paper target will count for score or penalty~ as the case may be.,4540b4df-ceb1-441c-b5b1-be19db383816,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,a793395d-840b-4b69-ab90-d9b365055095,,9.1.6.4,Bullet strikes partially within hard cover~ and continues on to strike down a scoring metal target~ the fallen target will count for score. If a bullet strikes partially within hard cover~ and continues on to strike down or hit a metal no-shoot~ the fallen no-shoot or hit thereon will count for penalty.,4540b4df-ceb1-441c-b5b1-be19db383816,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,3a20ccd8-eeaf-4d33-a8e9-2d901b03aa6a,,9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,79db87af-25a7-4066-a40f-c2e92256d825,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,b11970ce-6969-4d31-9967-61cdafabf1d1,,9.5.4.1,Enlarged holes in paper targets which exceed the competitor's bullet diameter will not count for score or penalty unless there is visible evidence within the remnants of the hole (e.g. a grease mark~ striations or a "crown" etc.)~ to eliminate a presumption that the hole was caused by a ricochet or splatter.,5f61db24-7f67-4a1e-baed-a8b2750a9cea,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,b75f661d-3851-4f6d-9299-107038c2bb47,,9.7.6.1,If the time is missing~ the competitor will receive a zero score for the stage.,245221a3-2b32-46c5-b765-5a221542ad77,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,a9baeb5b-ab63-4017-8413-9135e7fcec13,,9.7.6.2,If insufficient hits or misses have been recorded on the score sheet~ those which have been recorded will be deemed complete and conclusive.,245221a3-2b32-46c5-b765-5a221542ad77,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e1e7ab2c-a5d7-4e7c-a66c-d6967b31a561,,9.7.6.3,If excessive hits or misses have been recorded on the score sheet~ the highest value scoring hits recorded will be used.,245221a3-2b32-46c5-b765-5a221542ad77,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,299f56de-d34b-4184-9539-1d9756c2d4d0,,9.7.6.4,Procedural penalties recorded on the score sheet will be deemed complete and conclusive~ except where Rule 8.6.2 applies.,245221a3-2b32-46c5-b765-5a221542ad77,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,176f6c5f-721e-462e-bf09-9b218c48199a,,9.7.6.5,If the identity of the competitor is missing from a score sheet~ it must be referred to the Range Master~ who must take whatever action he deems necessary to rectify the situation.,245221a3-2b32-46c5-b765-5a221542ad77,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,68406d40-8111-4af9-827e-068d97e15fb7,,9.7.7.1,Once a reshoot has been completed~ the outcome of the reshoot will stand~ even if a record of the original score is subsequently discovered.,cd36b63b-1d6f-48e5-b82d-30b84aaeb4a4,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8fcaa1f7-b41f-4bd2-a71e-f65a73111e14,,10.2.1.1,However~ if the competitor has gained a significant advantage on any target(s) while faulting~ he may instead be assessed 1 procedural penalty for each shot fired at the subject target(s) while faulting.,62b0086e-f724-4696-b60d-ac5d855442ca,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,3eb21f3a-602b-4b98-a3e8-5b1910fd97cd,,10.2.8.1,support the handgun or the stipulated wrist~ hand or arm while firing shots;,dbfe6702-3b9e-480b-a163-91a261c5c8ee,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,94fa1067-38f5-4733-94c3-e9d37d9d5d85,,10.2.8.2,increase stability on the ground~ a barricade or another prop while firing shots.,dbfe6702-3b9e-480b-a163-91a261c5c8ee,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,1d450e57-90b7-45c4-bb6e-240779b1e44b,,10.2.10.1,If the request is approved by the Range Master~ he must state~ in advance of the competitor attempting the course of fire~ the extent of the special penalty~ ranging from 1% to 20% of the competitor's points "as shot"~ to be deducted.,87ce526b-3f15-470a-9dc7-2aab452d9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,7d5c81cd-450c-457d-9389-bad8afcc5290,,10.2.10.2,Alternatively~ the Range Master may waive application of any penalties in respect of a competitor who~ due to having a significant physical disability~ is unable to comply with the stated course requirement.,87ce526b-3f15-470a-9dc7-2aab452d9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,7201fc17-d9d7-48ea-9ede-cb043785ce1f,,10.2.10.3,If the request is denied by the Range Master~ normal procedural penalties will apply.,87ce526b-3f15-470a-9dc7-2aab452d9c27,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,96dbc817-e6ea-4e42-9c49-b48844c4b5f7,Exception,10.4.3.1,a detonation~ which occurs while unloading a firearm~ is not considered a shot or discharge subject to a disqualification. However~ Rule 5.1.6 may apply.,77cc7ab9-9849-4e95-b865-f731e5a2370d,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,70595be6-ace3-469d-b1e0-3b488ddd829c,,10.4.8.1,The firearm must be immediately presented for inspection to the Range Master or his delegate~ who will inspect the firearm and carry out any tests necessary to establish that a broken or defective part caused the discharge. A competitor may not later appeal a disqualification for an accidental discharge due to a broken or defective part if they fail to present the firearm for inspection prior to leaving the course of fire.,ec1f389b-eff9-471a-97a7-ffd8b30a43a4,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,4d8189fa-1774-4457-91bf-16b8cc3d3dd7,,10.5.3.1,The competitor maintains constant physical contact with the firearm~ until it is placed firmly and securely on the ground or another stable object; and,9a305e7d-aba2-4811-89a6-902b5805b7cf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,4608df83-490c-45a8-b8c0-8f4d1c59faf7,,10.5.3.2,The competitor remains within 1 meter of the firearm at all times (except where the firearm is placed at a greater distance~ under the supervision of a Range Officer~ in order to comply with a start position); and,9a305e7d-aba2-4811-89a6-902b5805b7cf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e90d0b08-a071-47b7-9039-b813960c4404,,10.5.3.3,The provisions of Rule 10.5.2 do not occur; and,9a305e7d-aba2-4811-89a6-902b5805b7cf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8b0fc2c3-7178-4b47-ae79-6de2dfa60f62,,10.5.3.4,The firearm is in the ready condition as specified in Section 8.1; or,9a305e7d-aba2-4811-89a6-902b5805b7cf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,be6707bf-1daa-4ced-abd9-c3630f7f952b,,10.5.3.5,The firearm is unloaded and the action is open.,9a305e7d-aba2-4811-89a6-902b5805b7cf,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,fda37d5b-5507-4b2a-b9d1-4524568d39af,,10.5.11.1,A single action self-loading pistol with the chamber loaded and the safety not applied.,5d76619f-0060-470e-8ee1-a479ce9f156b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,cc8360b3-59e9-4e80-ba1e-22aa29888b5e,,10.5.11.2,A double action or selective action pistol with the hammer cocked and the safety not applied.,5d76619f-0060-470e-8ee1-a479ce9f156b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,a42b848c-19a4-4299-9325-2a149d353e29,,10.5.11.3,A revolver with the hammer cocked.,5d76619f-0060-470e-8ee1-a479ce9f156b,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
