DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fca01edc-8964-4a4b-a1aa-165027872952,,8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber empty and the action closed.,39160acb-6478-4e55-baa2-77037e06418f,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,95fc9122-828c-45b3-a4cc-dacfa8d76ae0,,8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber must be empty. The action may be open or closed.,39160acb-6478-4e55-baa2-77037e06418f,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,ab9fb96f-4f32-4486-a105-d89840a7b078,,8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,815efdb8-242c-457a-a6bc-833d10bbbde6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,34e9346d-3d5e-4901-9db5-23083c55d017,,8.2.2.1,Unless otherwise stated in the written stage briefing holding the gun upside down is not acceptable.,96ed696f-600a-4d7c-ba40-c738a038ea1e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e3d37679-f1db-405e-a77a-897309d15204,,8.2.2.2,A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,96ed696f-600a-4d7c-ba40-c738a038ea1e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,84650da6-0bff-45ac-bb40-da03fcdec512,,8.2.2.3,Different stages may require the "ready position" to be prone~ kneeling~ sitting or as otherwise stated in the written stage briefing. However~ the "ready condition" of the rifle stipulated here and the general outline of the "ready position" will prevail.,96ed696f-600a-4d7c-ba40-c738a038ea1e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fc0f3ec1-9ed8-449f-b132-bf3af4f5553c,,8.2.2.4,A course of fire must never permit a competitor to start a stage with the rifle mounted into the shoulder and pointing towards targets.,96ed696f-600a-4d7c-ba40-c738a038ea1e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,1f1f0f0a-cef1-42ce-9951-18470208a3ac,,8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,fbf73783-a382-4d01-9338-1215c835fba7,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,953f310f-4127-44bc-b803-b4e8acdc95d9,,8.3.4.1,In the event that a competitor inadvertently begins shooting prematurely ("false start")~ the Range Officer will~ as soon as possible~ stop and restart the competitor once the course of fire has been restored.,bf9060a9-4066-4cb3-85ef-04ef4a1c4c8d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f7d31630-94b0-41c0-b8af-815cfaa1ff79,,8.3.4.2,A competitor who reacts to a Start Signal but~ for any reason~ does not continue their attempt at the course of fire and fails to have an official time recorded on the timing device operated by the Range Officer~ will be given a zero time and zero score for that stage.,bf9060a9-4066-4cb3-85ef-04ef4a1c4c8d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,4ad50018-d8a6-4da1-a4bd-21e6da299336,,8.3.5.1,When two or more courses of fire share a common shooting bay or area~ Range Officers may issue other interim commands on completion of the first COF~ in order to prepare the competitor for the second and subsequent COF (e.g. "Reload if required"). Any such interim commands to be used must be clearly stated in the written stage briefing.,5f9ea152-70e7-4f5c-bb48-e4f58ebd4c7d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,6c0dd493-fa27-4364-8d10-0a012f54ebff,,8.3.7.1,Close the action~ pull the trigger to release the hammer and then open the action again.,a54113ad-7179-476a-9ac1-98c508e795b6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,2ba74bf9-9e1d-4ee8-8136-dbf761229428,,8.3.7.2,If the gun proves to be clear~ a chamber safety flag must be fitted. The action can remain open or be closed.,a54113ad-7179-476a-9ac1-98c508e795b6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,a1a1ab99-9c9c-4547-9c45-f9981df441da,,8.3.7.3,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,a54113ad-7179-476a-9ac1-98c508e795b6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,2d51009b-d823-45a8-9726-7f4c4244ba4f,,8.3.7.4,Full compliance with Rules 8.3.7.1 and 8.3.7.2 signifies the end of the course of fire. The competitor must then comply with Rule 5.2.1.,a54113ad-7179-476a-9ac1-98c508e795b6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,29bf3b8d-3ecf-48ce-80c5-3d9b85143b3e,,8.3.9.1,The recommended physical signals are taps on the competitor�s weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,cd5e5d87-4bd3-4c10-922e-e2d7d3119092,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,562f3168-2661-420a-b044-21c1ba8fde50,,8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for examination~ testing and approval by the Range Master before it can be used.,cd5e5d87-4bd3-4c10-922e-e2d7d3119092,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,93313943-3bb5-4b23-82ca-f55d60c6d9eb,,8.5.1.1,Taking more than one step in any direction.,052e90d0-5b8a-4e78-b8db-2cba00c26029,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,db7550fe-6d15-45a7-983c-0b62252b09d0,,8.5.1.2,Changing shooting position (e.g. from standing to kneeling~ from seated to standing etc.).,052e90d0-5b8a-4e78-b8db-2cba00c26029,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,bf5a45d1-d026-4dfe-98f6-b8c446df7583,,8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master�s discretion.,a5fc85af-c854-446c-860a-f104d50ff9d1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,89d90ccf-0307-4d7c-b0bd-20318cb319cf,,8.7.1.1,If match organizers also prohibit taking a sight picture with an unloaded firearm prior to the Start Signal~ competitors must be advised in the written stage briefing. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match.,b79a739f-2e47-45ac-8959-826708294814,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,c49b0048-15c7-475b-973c-45a11bbd2f3f,,8.7.1.2,When permitted~ competitors taking a sight picture with an unloaded firearm prior to the Start Signal must only do so on a single target~ to verify that their sights are prepared as required. Competitors who test a targeting sequence or a shooting position while taking a sight picture will incur one procedural penalty per occurrence.,b79a739f-2e47-45ac-8959-826708294814,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e68a9fb9-3bba-4621-b714-921134790db5,,9.1.2.1,Score the affected target as a missed target; or,c2c0adc0-b5c4-4cfb-bb5e-bd4c28db7ee8,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,8f9f9f90-b43d-4fe6-b936-8a35886aac55,,9.1.2.2,Impose penalties for any affected no-shoots.,c2c0adc0-b5c4-4cfb-bb5e-bd4c28db7ee8,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,6e0b0b7d-8b04-45dd-a163-4ade8913c106,,9.1.4.1,In the event that patches or tape applied to a restored paper target are accidentally blown off by wind~ muzzle blast or another reason~ and it is not obvious to the Range Officer which hits were made by the competitor being scored~ the competitor will be required to reshoot the course of fire.,8875a3ec-55dc-468f-8c82-5efadef63790,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,ab6a6464-7041-4c5e-9729-ebfb05a7869e,,9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot.,8875a3ec-55dc-468f-8c82-5efadef63790,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0e478570-e9af-4fd9-b76f-f62e2430d5de,,9.1.5.1,Bullet strikes wholly within the scoring area of a paper target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will not count for score or penalty~ as the case may be.,f8f3e346-0252-42a3-b6b3-762e03a8f75c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b985f258-03ef-4ebb-a087-94324bc185ce,,9.1.5.2,Bullet strikes wholly within the scoring area of a paper target~ and continues on to hit or strike down a metal target~ or hits a frangible target or an electronically registering target that activates other range equipment~ this will be treated as range equipment failure. The competitor will be required to reshoot the course of fire~ after it has been restored.,f8f3e346-0252-42a3-b6b3-762e03a8f75c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,14610680-d5eb-4a79-9302-b93f1f44bbdd,,9.1.5.3,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike the scoring area of another paper target~ the hit on the subsequent paper target will also count for score or penalty~ as the case may be.,f8f3e346-0252-42a3-b6b3-762e03a8f75c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,d6c3884a-a96f-420f-a31b-fc7d357974f5,,9.1.5.4,Bullet strikes partially within the scoring area of a paper or metal target~ and continues on to strike down (or hit the scoring area of) another metal target~ the fallen (or hit on the) subsequent metal target will also count for score or penalty~ as the case may be.,f8f3e346-0252-42a3-b6b3-762e03a8f75c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,2b8225a3-0a47-4121-8458-e7102532e0ac,,9.1.6.1,Bullet strikes wholly within hard cover~ and continues on to strike the scoring area of a scoring paper target or no-shoot~ the hit on the paper target will not count for score or penalty~ as the case may be.,7a446c3d-6ddc-471a-9602-c5483fdb4943,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,6fdbd8b6-ddbe-4081-ab56-863e8eebb711,,9.1.6.2,Bullet strikes wholly within hard cover~ and continues on to hit or strike down a metal target~ or hits a frangible target or an electronically registering target that activates other range equipment~ this will be treated as range equipment failure (see Rule 4.6.1). The competitor will be required to reshoot the course of fire~ after it has been restored.,7a446c3d-6ddc-471a-9602-c5483fdb4943,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,911d3a15-4a2b-4b94-9b3e-4fd3a7794c2c,,9.1.6.3,Bullet strikes partially within hard cover~ and continues on to strike the scoring area of a paper target~ the hit on that paper target will count for score or penalty~ as the case may be.,7a446c3d-6ddc-471a-9602-c5483fdb4943,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,65643e0c-e2cf-4596-818b-a2fcc9e0bec5,,9.1.6.4,Bullet strikes partially within hard cover~ and continues on to strike down a scoring metal target~ the fallen target will count for score. If a bullet strikes partially within hard cover~ and continues on to strike down or hit a metal no-shoot~ the fallen no-shoot or hit thereon will count for penalty.,7a446c3d-6ddc-471a-9602-c5483fdb4943,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fe916c78-2493-4212-9d47-0b579eb064e2,,9.2.1.1,A competitor's score is calculated by adding the highest value stipulated number of hits per target~ minus penalties~ divided by the total time (recorded to two decimal places) taken by the competitor to complete the course of fire~ to arrive at a hit factor. The overall stage results are factored by awarding the competitor with the highest hit factor the maximum points available for the course of fire~ with all other competitors ranked relatively below the stage winner.,d4c8cb7f-b623-4054-8d2e-10e95ac13961,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b51af70d-f3ae-454b-83a5-05ff02c320bd,,9.4.1.1,It is recommended that disappearing metal and frangible targets be scored 10 points per target.,76ee7300-7ee0-40ad-8f41-be623212677b,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,28efc809-5a74-4c8d-8733-0b8eab3e0d70,,9.4.1.2,Metal and frangible targets that require a difficult shot may score 10 points per target.,76ee7300-7ee0-40ad-8f41-be623212677b,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,a5dfb2d8-35e3-418c-843a-b9d2f98f02f0,,9.4.1.3,Not applicable.,76ee7300-7ee0-40ad-8f41-be623212677b,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e17ecb4a-13b5-47a3-8c17-5bb09aafa7e8,,9.4.1.4,The scoring of targets as referred to in Rules 9.4.1.1 and 9.4.1.2 is restricted to not more than 10% of the total number of targets in the match. Their use must have been approved during the course review process and they must be clearly identified in the written stage briefing.,76ee7300-7ee0-40ad-8f41-be623212677b,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,3f5c6fe5-9091-4613-ae8e-6b2ea242f479,,9.5.4.1,Enlarged holes in paper targets which exceed the competitor's bullet diameter will not count for score or penalty unless there is visible evidence within the remnants of the hole (e.g. a grease mark~ striations or a "crown" etc.)~ to eliminate a presumption that the hole was caused by a ricochet or splatter.,737838f6-b9ed-4b50-aebf-eebd9e193889,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,1b6406b6-6c71-4f80-8427-a7104e5a1519,,9.7.6.1,If the time is missing~ the competitor will receive a zero score for the stage.,cfab1b30-f868-48ad-8678-37c41ca78b85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,67a77f52-25b4-4e8f-a060-6d98f9eda94d,,9.7.6.2,If insufficient hits or misses have been recorded on the score sheet~ those which have been recorded will be deemed complete and conclusive.,cfab1b30-f868-48ad-8678-37c41ca78b85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,df004b91-b682-4c14-a5a2-3687b30baefa,,9.7.6.3,If excessive hits or misses have been recorded on the score sheet~ the highest value scoring hits recorded will be used.,cfab1b30-f868-48ad-8678-37c41ca78b85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5ca7cd1a-f387-486f-ba6c-f48a74999493,,9.7.6.4,Procedural penalties recorded on the score sheet will be deemed complete and conclusive~ except where Rule 8.6.2 applies.,cfab1b30-f868-48ad-8678-37c41ca78b85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,76847879-e5aa-465f-ba0f-fc1b34ba810f,,9.7.6.5,If the identity of the competitor is missing from a score sheet~ it must be referred to the Range Master~ who must take whatever action he deems necessary to rectify the situation.,cfab1b30-f868-48ad-8678-37c41ca78b85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,3f57b862-4ed0-4666-9568-f01aa1f038c5,,9.7.7.1,Once a reshoot has been completed~ the outcome of the reshoot will stand~ even if a record of the original score is subsequently discovered.,e1cb3ff2-c9d7-4786-b4c9-e0a075e3736c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,cc1aef49-6f17-4e36-a4de-0572253f4457,,10.2.10.1,If the request is approved by the Range Master~ he must state~ in advance of the competitor attempting the course of fire~ the extent of the special penalty~ ranging from 1% to 20% of the competitor's points "as shot"~ to be deducted.,75c47180-6f3f-4cbd-aab2-bcdf985175f2,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f2ce0b86-288b-480f-8e73-64e07b08b7d6,,10.2.10.2,Alternatively~ the Range Master may waive application of any penalties in respect of a competitor who~ due to having a significant physical disability~ is unable to comply with the stated course requirement.,75c47180-6f3f-4cbd-aab2-bcdf985175f2,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0a663b41-8188-406c-b30f-f58f15df5990,,10.2.10.3,If the request is denied by the Range Master~ normal procedural penalties will apply.,75c47180-6f3f-4cbd-aab2-bcdf985175f2,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e7927182-90db-46b4-8c27-db5a95c5801f,,10.2.1.1,However~ if the competitor has gained a significant advantage on any target(s) while faulting~ he may instead be assessed 1 procedural penalty for each shot fired at the subject target(s) while faulting.,ce514822-ab70-4487-ba4c-fdfcf1140d1e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,331abab0-86f2-460c-8788-087b753bb443,Exception,10.4.3.1,a detonation~ which occurs while unloading a firearm~ is not considered a shot or discharge subject to a disqualification. However~ Rule 5.1.6 may apply.,569c3d55-4a78-4b91-8419-11857a3dae1a,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b5ac1fd4-82ee-41c7-9390-69b3ce6f51e8,,10.4.8.1,The firearm must be immediately presented for inspection to the Range Master or his delegate~ who will inspect the firearm and carry out any tests necessary to establish that a broken or defective part caused the discharge. A competitor may not later appeal a disqualification for an accidental discharge due to a broken or defective part if they fail to present the firearm for inspection prior to leaving the course of fire.,dd0578ff-8db7-4655-b668-a1022c9f4b0c,3700a212-379c-481f-8f83-411e39ef933e
